"id"	"length"	"DP1"	"DP2"	"DW1"	"DW2"	"NP1"	"NP2"	"NW1"	"NW2"	"H2O_DMSO_1"	"H2O_DMSO_2"	"H2O_DMSO_3"	"H2O_Nutlin_1"	"H2O_Nutlin_2"	"H2O_Nutlin_3"	"Peg_6_DMSO_1"	"Peg_6_DMSO_2"	"Peg6_DMSO_3"	"Peg6_Nutlin_1"	"Peg6_Nutlin_2"	"Peg6_Nutlin_3"	"gene"	"a_type"	"a_num"	"accession"	"sums"	"normalized_sums"
"NM_001330774_PLCZ1"	2108	5	7	9	6	6	5	4	0	0	0	0	1	0	1	0	0	1	0	0	1	"PLCZ1"	"NM"	"001330774"	"NM_001330774"	46	0.0218216318785579
"NM_001130081_PLD1"	5901	138	133	99	119	183	145	138	89	104	79	265	164	94	251	155	134	296	134	141	319	"PLD1"	"NM"	"001130081"	"NM_001130081"	3180	0.538891713268937
"NM_002663_PLD2"	3443	860	849	675	815	961	948	723	1056	740	746	1465	809	649	1650	850	1057	1591	825	880	1746	"PLD2"	"NM"	"002663"	"NM_002663"	19895	5.77839093813535
"NM_012268_PLD3"	2137	1090	1227	848	1000	1404	1305	935	1626	3562	970	6467	3595	1143	7027	3944	1444	7404	4111	1487	7432	"PLD3"	"NM"	"012268"	"NM_012268"	58021	27.1506785212915
"NM_138790_PLD4"	6454	128	123	127	157	136	115	143	109	233	30	482	309	34	587	295	41	427	388	37	577	"PLD4"	"NM"	"138790"	"NM_138790"	4478	0.693833281685776
"NM_152666_PLD5"	3305	0	0	0	0	1	0	3	3	1	0	0	1	1	1	2	0	0	0	0	1	"PLD5"	"NM"	"152666"	"NM_152666"	14	0.00423600605143722
"NM_178836_PLD6"	2578	524	535	473	553	812	653	416	448	134	125	988	191	141	1132	167	143	1128	195	145	1139	"PLD6"	"NM"	"178836"	"NM_178836"	10042	3.89526764934057
"NM_201379_PLEC"	14665	81866	86141	63599	81904	93466	101525	67881	118514	19999	16888	26111	24664	16797	23888	22559	23809	19138	24966	20854	26871	"PLEC"	"NM"	"201379"	"NM_201379"	961440	65.5601772928742
"NM_002664_PLEK"	2760	0	0	0	1	1	0	0	2	0	2	7	0	0	4	1	1	2	1	2	2	"PLEK"	"NM"	"002664"	"NM_002664"	26	0.00942028985507246
"NM_016445_PLEK2"	1513	679	726	521	653	970	880	596	693	484	674	1681	498	489	1787	535	914	2348	559	790	2019	"PLEK2"	"NM"	"016445"	"NM_016445"	18496	12.2247191011236
"NM_021622_PLEKHA1"	3722	1069	934	767	998	1475	1003	979	600	1113	936	1941	1732	934	2105	1574	1390	2166	1463	1474	2477	"PLEKHA1"	"NM"	"021622"	"NM_021622"	27130	7.28909188608275
"NM_021623_PLEKHA2"	5529	352	372	275	304	538	334	337	216	142	132	235	192	160	216	224	168	285	176	219	290	"PLEKHA2"	"NM"	"021623"	"NM_021623"	5167	0.934527039247603
"NM_019091_PLEKHA3"	13892	969	835	731	771	1474	1002	853	412	591	574	1401	727	542	1479	843	816	1855	640	842	1713	"PLEKHA3"	"NM"	"019091"	"NM_019091"	19070	1.37273250791823
"NM_020904_PLEKHA4"	3073	144	152	106	139	180	170	140	173	179	98	605	227	82	588	203	135	764	210	117	706	"PLEKHA4"	"NM"	"020904"	"NM_020904"	5118	1.66547347868532
"NM_019012_PLEKHA5"	4298	427	404	334	401	511	370	354	264	287	339	940	410	350	952	481	483	996	359	512	1050	"PLEKHA5"	"NM"	"019012"	"NM_019012"	10224	2.37878082829223
"NM_014935_PLEKHA6"	7412	198	188	132	205	239	203	155	246	251	71	483	381	64	501	248	85	472	355	72	574	"PLEKHA6"	"NM"	"014935"	"NM_014935"	5123	0.691176470588235
"NM_001329630_PLEKHA7"	5530	272	291	225	232	341	352	218	288	152	84	326	158	77	363	182	116	342	181	115	394	"PLEKHA7"	"NM"	"001329630"	"NM_001329630"	4709	0.851537070524412
"NM_001363474_PLEKHA8"	1669	212	201	194	171	339	204	198	127	110	165	314	159	169	292	162	229	350	124	239	314	"PLEKHA8"	"NM"	"001363474"	"NM_001363474"	4273	2.56021569802277
"NR_037144_PLEKHA8P1"	1869	150	124	108	94	169	150	116	91	75	110	189	130	116	200	93	143	226	93	133	225	"PLEKHA8P1"	"NR"	"037144"	"NR_037144"	2735	1.4633493846977
"NM_001130033_PLEKHB1"	1872	145	170	103	151	220	180	137	134	810	148	562	740	112	488	915	209	673	882	176	567	"PLEKHB1"	"NM"	"001130033"	"NM_001130033"	7522	4.01816239316239
"NM_001309448_PLEKHB2"	4263	4035	3984	3119	3523	5990	4163	3570	2329	4094	4323	9591	4855	3781	10093	5246	6028	11052	4284	5502	10785	"PLEKHB2"	"NM"	"001309448"	"NM_001309448"	110347	25.8848228946751
"NM_001161498_PLEKHD1"	4891	56	61	39	42	75	75	34	66	79	37	125	119	36	161	102	35	118	126	47	197	"PLEKHD1"	"NM"	"001161498"	"NM_001161498"	1630	0.333265180944592
"NM_024310_PLEKHF1"	1698	134	146	84	125	186	136	119	196	81	84	60	95	68	53	63	95	71	103	80	65	"PLEKHF1"	"NM"	"024310"	"NM_024310"	2044	1.2037691401649
"NM_024613_PLEKHF2"	2901	372	385	315	287	657	387	323	184	360	505	1093	514	550	1164	479	650	1518	407	760	1341	"PLEKHF2"	"NM"	"024613"	"NM_024613"	12251	4.22302654257153
"NM_001329801_PLEKHG1"	7127	328	331	226	266	438	331	344	276	259	118	185	388	142	187	376	208	210	336	246	240	"PLEKHG1"	"NM"	"001329801"	"NM_001329801"	5435	0.762592956363126
"NM_022835_PLEKHG2"	8048	978	1015	786	984	1155	991	800	1404	711	388	1259	885	442	1371	900	669	1045	1019	529	1371	"PLEKHG2"	"NM"	"022835"	"NM_022835"	18702	2.32380715705765
"NM_001308147_PLEKHG3"	10526	2600	2790	1848	2562	3216	2772	1971	3221	467	1014	1117	576	875	1132	587	1322	1080	519	1130	1274	"PLEKHG3"	"NM"	"001308147"	"NM_001308147"	32073	3.04702641079232
"NM_001129729_PLEKHG4"	4512	1965	1931	1674	2122	1818	1899	1647	2784	715	824	1466	713	951	1506	765	1286	1599	776	1228	1831	"PLEKHG4"	"NM"	"001129729"	"NM_001129729"	29500	6.53812056737589
"NM_052909_PLEKHG4B"	12591	38	41	42	41	28	28	32	61	15	6	148	12	9	155	12	8	122	15	7	176	"PLEKHG4B"	"NM"	"052909"	"NM_052909"	996	0.079104121991899
"NM_020631_PLEKHG5"	4610	1161	1161	1010	1205	1119	1177	1050	1545	676	432	1415	936	421	1621	822	676	1283	942	545	1669	"PLEKHG5"	"NM"	"020631"	"NM_020631"	20866	4.52624728850325
"NM_018173_PLEKHG6"	2882	579	631	407	509	723	657	469	725	323	398	543	314	347	434	389	611	534	379	608	637	"PLEKHG6"	"NM"	"018173"	"NM_018173"	10217	3.54510756419153
"NM_001004330_PLEKHG7"	3267	27	14	21	19	22	13	15	4	0	0	0	2	0	3	1	0	0	1	1	3	"PLEKHG7"	"NM"	"001004330"	"NM_001004330"	146	0.0446893174165901
"NM_020715_PLEKHH1"	6615	813	840	633	744	853	760	721	843	581	332	1557	702	405	1835	784	497	1523	759	528	1848	"PLEKHH1"	"NM"	"020715"	"NM_020715"	17558	2.65427059712774
"NM_172069_PLEKHH2"	6994	167	170	163	179	213	124	171	89	171	140	262	239	176	308	232	244	259	212	215	321	"PLEKHH2"	"NM"	"172069"	"NM_172069"	4055	0.579782670860738
"NM_024927_PLEKHH3"	3025	413	467	343	397	485	499	374	596	741	568	1361	729	492	1249	843	848	1550	820	726	1600	"PLEKHH3"	"NM"	"024927"	"NM_024927"	15101	4.99206611570248
"NM_018049_PLEKHJ1"	1218	1188	1346	955	1135	1656	1501	1009	1413	605	1030	2126	556	929	2354	611	1437	2988	648	1273	2422	"PLEKHJ1"	"NM"	"018049"	"NM_018049"	27182	22.3169129720854
"NR_027782_PLEKHM1"	14565	1320	1384	995	1262	1592	1487	1120	1663	875	680	1853	981	700	2063	1011	1053	1712	969	930	2028	"PLEKHM1"	"NR"	"027782"	"NR_027782"	25678	1.76299347751459
"NR_024386_PLEKHM1P1"	2922	925	927	732	908	991	976	795	1188	449	416	688	486	383	779	439	658	616	537	584	803	"PLEKHM1P1"	"NR"	"024386"	"NR_024386"	14280	4.8870636550308
"NM_015164_PLEKHM2"	4134	1447	1567	1025	1469	1905	1780	1191	2144	953	1069	3062	1182	925	3179	1294	1551	3163	1198	1395	3518	"PLEKHM2"	"NM"	"015164"	"NM_015164"	35017	8.47048863086599
"NM_001080475_PLEKHM3"	9774	363	357	224	301	528	379	322	249	183	268	523	226	283	562	274	469	637	211	410	569	"PLEKHM3"	"NM"	"001080475"	"NM_001080475"	7338	0.750767341927563
"NM_001367552_PLEKHN1"	3212	369	363	310	428	370	410	323	587	242	154	243	307	116	335	333	233	269	346	194	345	"PLEKHN1"	"NM"	"001367552"	"NM_001367552"	6277	1.95423412204234
"NM_016274_PLEKHO1"	2114	62	56	44	78	75	76	57	78	60	88	534	74	84	586	97	147	643	81	109	734	"PLEKHO1"	"NM"	"016274"	"NM_016274"	3763	1.78003784295175
"NM_001195059_PLEKHO2"	3571	245	272	203	222	320	285	230	303	298	308	1328	289	226	1106	366	442	1238	281	359	1351	"PLEKHO2"	"NM"	"001195059"	"NM_001195059"	9672	2.70848501820218
"NM_024889_PLEKHS1"	4018	2	6	8	9	8	4	12	16	52	8	42	84	18	44	74	20	32	93	23	60	"PLEKHS1"	"NM"	"024889"	"NM_024889"	615	0.153061224489796
"NM_001145024_PLET1"	1541	29	29	17	16	27	24	25	8	0	1	6	4	1	3	4	0	4	9	1	3	"PLET1"	"NM"	"001145024"	"NM_001145024"	211	0.136924075275795
"NM_001168338_PLG"	1200	15	21	18	16	13	13	21	6	22	2	28	14	11	15	10	9	27	17	7	32	"PLG"	"NM"	"001168338"	"NM_001168338"	317	0.264166666666667
"NR_003506_PLGLA"	841	25	29	16	31	19	15	32	8	24	5	37	23	13	23	15	13	40	17	11	48	"PLGLA"	"NR"	"003506"	"NR_003506"	444	0.52794292508918
"NM_001032392_PLGLB1"	6021	193	166	152	142	200	102	173	93	200	36	267	247	98	240	178	91	210	270	113	339	"PLGLB1"	"NM"	"001032392"	"NM_001032392"	3510	0.582959641255605
"NM_002665_PLGLB2"	6029	193	177	156	156	208	112	182	93	200	40	267	247	98	240	182	91	214	272	115	339	"PLGLB2"	"NM"	"002665"	"NM_002665"	3582	0.594128379499088
"NM_018465_PLGRKT"	981	95	119	97	108	199	144	115	53	289	243	1187	308	202	1298	347	300	1553	343	303	1342	"PLGRKT"	"NM"	"018465"	"NM_018465"	8645	8.81243628950051
"NM_002666_PLIN1"	2913	7	5	5	3	5	11	6	7	5	6	23	7	1	16	12	8	25	15	8	23	"PLIN1"	"NM"	"002666"	"NM_002666"	198	0.0679711637487127
"NM_001122_PLIN2"	1897	285	317	250	253	447	352	266	251	222	385	601	250	288	629	330	488	899	265	517	766	"PLIN2"	"NM"	"001122"	"NM_001122"	8061	4.24934106483922
"NM_005817_PLIN3"	2232	4162	4533	3041	3713	5776	5167	3602	5269	3533	3057	6287	3219	2473	6524	3937	4245	9050	3377	3730	7490	"PLIN3"	"NM"	"005817"	"NM_005817"	92185	41.301523297491
"NM_001367868_PLIN4"	6498	243	274	215	276	216	207	224	315	167	106	558	232	106	611	220	168	425	251	129	625	"PLIN4"	"NM"	"001367868"	"NM_001367868"	5568	0.856879039704525
"NM_001013706_PLIN5"	2470	159	137	109	134	116	139	111	177	106	74	344	113	75	438	129	83	298	132	94	482	"PLIN5"	"NM"	"001013706"	"NM_001013706"	3450	1.39676113360324
"NM_005030_PLK1"	2160	4099	4471	3046	3739	5717	5116	3258	5150	841	3428	4683	747	2792	4469	934	5072	5682	824	4219	5005	"PLK1"	"NM"	"005030"	"NM_005030"	73292	33.9314814814815
"NM_006622_PLK2"	2785	2062	2009	1533	1714	2809	2057	2141	1776	1697	885	8814	2258	1148	10691	2237	1206	11645	1929	1447	11047	"PLK2"	"NM"	"006622"	"NM_006622"	71105	25.5314183123878
"NM_004073_PLK3"	2340	1953	2028	1459	1818	2213	2041	2401	4189	414	774	2698	800	1202	3689	543	1238	2672	882	1637	3862	"PLK3"	"NM"	"004073"	"NM_004073"	38513	16.458547008547
"NM_001190801_PLK4"	3691	1312	1168	995	1119	1476	985	1181	508	465	1822	2673	663	1787	3003	655	2712	3065	513	2538	2920	"PLK4"	"NM"	"001190801"	"NM_001190801"	31560	8.55052831211054
"NM_001243079_PLK5"	2520	2	7	5	0	2	0	7	10	5	0	1	1	2	5	0	0	2	3	2	5	"PLK5"	"NM"	"001243079"	"NM_001243079"	59	0.0234126984126984
"NM_015993_PLLP"	1497	25	20	14	26	42	32	16	21	48	21	212	65	23	272	87	29	300	66	33	252	"PLLP"	"NM"	"015993"	"NM_015993"	1604	1.07147628590514
"NM_002667_PLN"	2989	25	15	16	18	36	22	35	5	0	1	1	0	1	0	0	0	0	0	1	1	"PLN"	"NM"	"002667"	"NM_002667"	177	0.0592171294747407
"NM_000302_PLOD1"	2976	4199	4734	3041	3995	5205	5219	3492	5485	4835	3574	10152	5151	4504	11665	5181	4883	11307	5669	5590	11683	"PLOD1"	"NM"	"000302"	"NM_000302"	119564	40.1760752688172
"NM_182943_PLOD2"	3748	653	599	503	536	904	593	599	272	878	675	3041	1405	900	3461	1138	946	3837	968	1169	3643	"PLOD2"	"NM"	"182943"	"NM_182943"	26720	7.12913553895411
"NM_001084_PLOD3"	2821	2159	2207	1761	2190	2444	2298	1904	3279	2262	1428	4419	2963	1779	5070	2755	2010	4350	2878	2227	5093	"PLOD3"	"NM"	"001084"	"NM_001084"	55476	19.6653668911733
"NM_001305004_PLP1"	2832	0	1	0	0	0	0	2	1	0	0	6	1	1	5	0	0	9	0	0	9	"PLP1"	"NM"	"001305004"	"NM_001305004"	35	0.0123587570621469
"NM_002668_PLP2"	1102	2271	2590	1723	2115	3538	2932	1895	2978	6342	3772	9972	6959	3776	12448	7525	5057	12659	7296	5030	11817	"PLP2"	"NM"	"002668"	"NM_002668"	112695	102.264065335753
"NM_007198_PLPBP"	2507	808	798	608	708	1231	880	636	494	992	1157	1529	1247	926	1572	1366	1495	2228	1125	1451	1915	"PLPBP"	"NM"	"007198"	"NM_007198"	23166	9.24052652572796
"NM_003711_PLPP1"	1541	255	211	185	205	250	219	210	126	306	223	974	349	227	1081	321	323	1258	283	293	1145	"PLPP1"	"NM"	"003711"	"NM_003711"	8444	5.47955872809864
"NM_177526_PLPP2"	1237	1815	2110	1349	1687	2502	2269	1513	2395	2848	2168	4634	2850	2167	5557	2970	2808	5813	3303	2945	5553	"PLPP2"	"NM"	"177526"	"NM_177526"	59256	47.9029911075182
"NM_003713_PLPP3"	3273	222	244	165	240	341	295	206	263	172	215	1752	237	309	2439	242	344	1925	213	354	1918	"PLPP3"	"NM"	"003713"	"NM_003713"	12096	3.69569202566453
"NR_134516_PLPP4"	1042	0	2	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	2	"PLPP4"	"NR"	"134516"	"NR_134516"	8	0.00767754318618042
"NM_001102560_PLPP5"	773	170	180	131	129	213	183	131	144	239	164	690	333	157	965	265	233	869	342	252	834	"PLPP5"	"NM"	"001102560"	"NM_001102560"	6624	8.56921086675291
"NM_203453_PLPP6"	2969	185	165	137	137	249	197	161	164	46	84	282	70	109	416	48	99	364	64	157	348	"PLPP6"	"NM"	"203453"	"NM_203453"	3482	1.17278544964635
"NM_032728_PLPP7"	2065	0	1	0	1	0	0	7	2	0	0	9	0	0	7	0	0	10	1	2	9	"PLPP7"	"NM"	"032728"	"NM_032728"	49	0.023728813559322
"NM_207299_PLPPR1"	4954	1	0	0	3	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	"PLPPR1"	"NM"	"207299"	"NM_207299"	8	0.00161485668146952
"NM_022737_PLPPR2"	2681	516	579	330	504	649	643	418	770	617	475	1505	683	477	1522	708	734	1652	628	634	1763	"PLPPR2"	"NM"	"022737"	"NM_022737"	15807	5.89593435285341
"NM_001270366_PLPPR3"	2303	46	32	30	45	26	43	33	89	4	6	11	4	4	7	7	3	3	7	1	4	"PLPPR3"	"NM"	"001270366"	"NM_001270366"	405	0.175857577073383
"NM_001166252_PLPPR4"	4848	12	7	7	8	5	8	5	10	4	8	34	4	4	47	3	6	50	4	18	46	"PLPPR4"	"NM"	"001166252"	"NM_001166252"	290	0.0598184818481848
"NM_001010861_PLPPR5"	3968	0	0	0	0	0	3	2	0	0	0	2	1	0	1	0	1	0	0	0	0	"PLPPR5"	"NM"	"001010861"	"NM_001010861"	10	0.00252016129032258
"NM_002669_PLRG1"	3317	1820	1712	1347	1485	2650	1892	1682	977	1770	2195	3735	1890	1910	4171	2053	3147	5378	2076	3033	4329	"PLRG1"	"NM"	"002669"	"NM_002669"	49252	14.8483569490503
"NM_001145319_PLS1"	3699	826	812	718	713	1236	774	856	343	742	932	1465	1009	885	1472	1105	1465	2282	830	1358	1989	"PLS1"	"NM"	"001145319"	"NM_001145319"	21812	5.89672884563396
"NM_005032_PLS3"	3286	1554	1560	1286	1414	2424	1591	1509	744	1135	2335	4057	1394	2019	3840	1427	3377	5713	1154	3184	4980	"PLS3"	"NM"	"005032"	"NM_005032"	46697	14.2108947048083
"NR_110384_PLS3-AS1"	1756	14	12	18	7	29	17	20	12	1	4	5	1	5	5	0	2	3	1	3	5	"PLS3-AS1"	"NR"	"110384"	"NR_110384"	164	0.0933940774487472
"NM_021105_PLSCR1"	1976	436	453	364	417	777	504	426	242	1090	409	538	1322	389	504	1429	649	761	1201	642	685	"PLSCR1"	"NM"	"021105"	"NM_021105"	13238	6.69939271255061
"NM_001199979_PLSCR2"	1215	17	2	15	13	21	7	9	1	27	4	10	24	3	6	24	7	17	19	2	9	"PLSCR2"	"NM"	"001199979"	"NM_001199979"	237	0.195061728395062
"NM_001369422_PLSCR3"	2372	364	376	289	348	417	414	278	486	531	390	711	527	345	682	641	507	809	582	539	764	"PLSCR3"	"NM"	"001369422"	"NM_001369422"	10000	4.21585160202361
"NM_001128305_PLSCR4"	3145	23	16	12	19	21	14	10	9	103	43	99	135	34	99	145	54	138	106	62	115	"PLSCR4"	"NM"	"001128305"	"NM_001128305"	1257	0.399682034976153
"NM_001085420_PLSCR5"	1969	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	"PLSCR5"	"NM"	"001085420"	"NM_001085420"	3	0.00152361604875571
"NM_001242921_PLTP"	1727	221	203	148	178	271	221	155	233	266	207	1168	325	232	1329	297	247	1239	357	240	1352	"PLTP"	"NM"	"001242921"	"NM_001242921"	8889	5.14707585408222
"NR_047484_PLUT"	2254	6	2	2	1	5	5	1	1	0	0	0	1	0	0	0	0	2	1	0	0	"PLUT"	"NR"	"047484"	"NR_047484"	27	0.0119787045252884
"NM_031310_PLVAP"	2290	6	1	1	1	2	0	0	0	1	0	0	3	0	0	2	0	0	1	0	0	"PLVAP"	"NM"	"031310"	"NM_031310"	18	0.00786026200873362
"NM_020405_PLXDC1"	6230	26	24	18	39	34	26	16	43	28	8	287	50	11	265	54	16	265	47	15	277	"PLXDC1"	"NM"	"020405"	"NM_020405"	1549	0.248635634028892
"NM_001282736_PLXDC2"	12127	1	3	2	3	4	3	4	4	0	0	2	0	0	1	2	0	1	0	0	3	"PLXDC2"	"NM"	"001282736"	"NM_001282736"	33	0.00272120062670075
"NM_032242_PLXNA1"	9066	3838	3895	2986	3982	4184	4060	3303	5494	1479	1773	3588	1742	1855	3568	1714	2630	3170	1800	2134	3970	"PLXNA1"	"NM"	"032242"	"NM_032242"	61165	6.7466357820428
"NM_025179_PLXNA2"	11507	31	45	33	40	64	43	46	54	56	22	131	55	13	108	64	23	105	52	18	129	"PLXNA2"	"NM"	"025179"	"NM_025179"	1132	0.0983749022334231
"NM_017514_PLXNA3"	10885	2699	2769	2459	3036	2496	2337	2416	4288	1476	1096	2681	1887	969	2918	1990	1697	2158	2177	1242	2963	"PLXNA3"	"NM"	"017514"	"NM_017514"	45754	4.20339917317409
"NM_020911_PLXNA4"	13061	14	11	7	9	12	11	12	14	2	2	33	10	3	31	7	7	15	5	7	42	"PLXNA4"	"NM"	"020911"	"NM_020911"	254	0.019447209248909
"NM_001130082_PLXNB1"	7178	1040	1161	965	1113	1023	974	1236	1895	545	484	1904	663	536	1925	639	790	1638	723	657	2095	"PLXNB1"	"NM"	"001130082"	"NM_001130082"	22006	3.06575647812761
"NM_012401_PLXNB2"	6409	10692	11273	8219	10360	12282	11931	10603	19614	4872	6020	10664	6272	7450	11924	5769	8667	10492	6335	9311	11795	"PLXNB2"	"NM"	"012401"	"NM_012401"	194545	30.3549695740365
"NM_005393_PLXNB3"	6153	247	214	233	264	141	183	284	575	65	66	331	86	73	353	75	117	273	78	74	329	"PLXNB3"	"NM"	"005393"	"NM_005393"	4061	0.660003250446936
"NR_037687_PLXNC1"	3890	350	304	217	302	350	241	344	157	84	44	122	119	88	89	106	82	148	139	98	172	"PLXNC1"	"NR"	"037687"	"NR_037687"	3556	0.91413881748072
"NM_015103_PLXND1"	6977	1310	1410	971	1334	1527	1507	1037	2111	807	757	1499	1037	724	1525	1136	1105	1452	989	984	1654	"PLXND1"	"NM"	"015103"	"NM_015103"	24876	3.56542926759352
"NR_135186_PM20D1"	2102	29	32	32	45	38	39	32	20	2	0	3	1	0	4	3	0	4	4	0	9	"PM20D1"	"NR"	"135186"	"NR_135186"	297	0.141294005708849
"NM_001010853_PM20D2"	4703	1416	1271	1150	1186	1996	1353	1298	756	824	1316	1792	1048	1304	1918	1054	1801	2365	853	2000	2414	"PM20D2"	"NM"	"001010853"	"NM_001010853"	29115	6.19072932170955
"NM_021127_PMAIP1"	1899	1003	910	717	872	1489	1145	1022	1069	2199	1854	7833	2771	2012	8664	2541	2203	9953	2092	2528	9765	"PMAIP1"	"NM"	"021127"	"NM_021127"	62642	32.9868351764086
"NM_002674_PMCH"	754	87	51	53	53	110	52	65	12	27	100	124	25	81	160	39	136	194	27	123	183	"PMCH"	"NM"	"002674"	"NM_002674"	1702	2.25729442970822
"NR_003921_PMCHL1"	573	1	0	2	3	2	4	0	0	0	3	4	0	3	12	1	1	11	0	4	7	"PMCHL1"	"NR"	"003921"	"NR_003921"	58	0.101221640488656
"NR_003922_PMCHL2"	5524	5	5	3	2	10	11	4	0	2	4	12	5	8	14	1	11	26	1	12	7	"PMCHL2"	"NR"	"003922"	"NR_003922"	143	0.025887038377987
"NM_001200053_PMEL"	1888	100	110	72	79	121	93	84	124	75	65	484	68	69	537	86	90	453	81	90	503	"PMEL"	"NM"	"001200053"	"NM_001200053"	3384	1.79237288135593
"NM_199170_PMEPA1"	4523	38	31	29	37	52	36	25	54	92	17	321	149	20	373	141	25	333	135	22	368	"PMEPA1"	"NM"	"199170"	"NM_199170"	2298	0.508069865133761
"NM_007221_PMF1"	1122	669	661	458	593	830	719	481	559	603	681	1527	558	522	1699	715	933	2251	672	845	1786	"PMF1"	"NM"	"007221"	"NM_007221"	17762	15.8306595365419
"NM_001199662_PMF1-BGLAP"	1001	401	405	275	352	489	400	256	346	372	417	858	311	287	968	434	537	1306	441	464	1045	"PMF1-BGLAP"	"NM"	"001199662"	"NM_001199662"	10364	10.3536463536464
"NM_031293_PMFBP1"	3427	114	113	75	110	120	96	119	143	82	39	215	111	68	253	92	80	196	111	81	245	"PMFBP1"	"NM"	"031293"	"NM_031293"	2463	0.718704406186169
"NM_033247_PML"	1739	306	399	256	316	349	361	284	470	170	155	196	152	153	217	161	253	264	187	212	289	"PML"	"NM"	"033247"	"NM_033247"	5150	2.96147211040828
"NM_002676_PMM1"	1241	394	397	291	330	450	449	341	430	433	398	1045	392	339	1121	478	565	1378	534	543	1314	"PMM1"	"NM"	"002676"	"NM_002676"	11622	9.36502820306205
"NM_000303_PMM2"	2285	1562	1599	1219	1611	2293	1612	1423	1445	1778	1118	2921	2118	968	2972	2092	1515	3798	1856	1386	3586	"PMM2"	"NM"	"000303"	"NM_000303"	38872	17.0118161925602
"NM_001348381_PMP2"	3351	0	0	1	0	1	0	0	1	0	0	1	0	0	0	1	0	0	2	0	1	"PMP2"	"NM"	"001348381"	"NM_001348381"	8	0.00238734706057893
"NM_153322_PMP22"	1714	663	737	537	655	1090	796	587	707	552	1045	3576	658	1117	4241	660	1355	4567	672	1518	4079	"PMP22"	"NM"	"153322"	"NM_153322"	29812	17.3932322053676
"NM_015160_PMPCA"	2086	3273	3208	2410	2844	4156	3581	2634	3326	1921	3028	6650	2215	2903	8243	2094	4204	7570	2208	3902	7073	"PMPCA"	"NM"	"015160"	"NM_015160"	77443	37.1251198465964
"NM_004279_PMPCB"	3910	1399	1357	1191	1334	2055	1458	1322	636	1550	2497	8064	1893	2246	8797	1780	3594	9325	1876	3260	8520	"PMPCB"	"NM"	"004279"	"NM_004279"	64154	16.4076726342711
"NM_001321045_PMS1"	3282	787	732	662	674	1011	606	713	252	584	749	987	764	682	1040	776	1015	1276	791	1127	1324	"PMS1"	"NM"	"001321045"	"NM_001321045"	16552	5.04326630103595
"NM_001322006_PMS2"	4936	1410	1400	1096	1315	1965	1399	1280	983	752	898	2960	949	917	3002	919	1263	3082	899	1319	3401	"PMS2"	"NM"	"001322006"	"NM_001322006"	31209	6.32273095623987
"NR_002217_PMS2CL"	1738	617	593	480	602	877	545	521	433	301	386	974	397	451	903	384	567	940	396	620	1007	"PMS2CL"	"NR"	"002217"	"NR_002217"	11994	6.90103567318757
"NR_003613_PMS2P1"	1518	487	498	464	498	722	623	399	356	207	256	493	241	219	506	249	328	641	249	343	613	"PMS2P1"	"NR"	"003613"	"NR_003613"	8392	5.52832674571805
"NR_003614_PMS2P2"	639	144	126	110	202	267	188	142	99	98	51	244	66	49	231	82	64	227	62	104	181	"PMS2P2"	"NR"	"003614"	"NR_003614"	2737	4.28325508607199
"NR_028059_PMS2P3"	1501	577	606	465	590	732	735	550	732	156	200	386	185	207	421	181	325	353	195	279	460	"PMS2P3"	"NR"	"028059"	"NR_028059"	8335	5.55296469020653
"NR_022007_PMS2P4"	592	160	172	183	143	170	166	169	116	80	78	192	56	91	183	67	120	159	60	136	212	"PMS2P4"	"NR"	"022007"	"NR_022007"	2713	4.58277027027027
"NR_027775_PMS2P5"	1330	397	373	312	348	455	419	324	236	130	176	263	139	154	294	119	209	376	148	166	336	"PMS2P5"	"NR"	"027775"	"NR_027775"	5374	4.0406015037594
"NR_130940_PMS2P7"	1336	380	471	362	388	573	473	373	274	140	201	342	191	184	467	113	209	461	155	176	302	"PMS2P7"	"NR"	"130940"	"NR_130940"	6235	4.66691616766467
"NR_028058_PMS2P9"	2332	423	470	368	399	577	447	449	409	88	72	192	57	91	192	56	113	151	79	102	198	"PMS2P9"	"NR"	"028058"	"NR_028058"	4933	2.11535162950257
"NM_006556_PMVK"	1002	283	358	208	272	446	427	262	327	634	314	1153	491	246	1205	589	366	1851	632	340	1367	"PMVK"	"NM"	"006556"	"NM_006556"	11771	11.74750499002
"NM_001366977_PNCK"	1473	0	3	1	5	4	1	1	3	3	1	3	11	0	6	4	1	7	7	2	3	"PNCK"	"NM"	"001366977"	"NM_001366977"	66	0.044806517311609
"NM_001322413_PNISR"	4837	1490	1480	1253	1434	1644	1270	1454	930	2242	2649	11254	3596	2997	12686	2735	3870	11716	3329	3816	11216	"PNISR"	"NM"	"001322413"	"NM_001322413"	83061	17.1720074426297
"NM_001077399_PNKD"	631	267	281	179	261	354	340	225	368	181	261	955	156	199	995	191	386	1363	177	362	1150	"PNKD"	"NM"	"001077399"	"NM_001077399"	8651	13.7099841521395
